,class,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
3316,valid,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",,,
3317,valid,I'm freezing and craving ice. Fml,,,
3318,valid,Kay... Since we are out already ,,,
3319,valid,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,,,
3320,valid,Yo im right by yo work,,,
3321,valid,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,,,
3322,valid,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
3323,valid,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,,,
3324,valid,Nope... Juz off from work...,,,
3325,valid,Huh so fast... Dat means u havent finished painting?,,,
3326,valid, what number do u live at? Is it 11?,,,
3327,valid,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",,,
3328,valid,Sac will score big hundred.he is set batsman:-),,,
3329,valid,Send me yetty's number pls.,,,
3330,valid,How much it will cost approx . Per month.,,,
3331,valid,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,
3332,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",,,
3333,valid,"That's fine, have him give me a call if he knows what he wants or has any questions",,,
3334,valid,"Sorry, got a late start, we're on the way",,,
3335,valid,Then u go back urself lor...,,,
3336,valid,I AM AT THE GAS STATION. GO THERE.,,,
3337,valid,"K, if u bored up just come to my home..",,,
3338,valid,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,,,
3339,valid,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",,,
3340,valid,Still i have not checked it da. . .,,,
3341,valid,You will go to walmart. I.ll stay.,,,
3342,valid,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
3343,valid,Oh great. I.ll disturb him more so that we can talk.,,,
3344,valid,Reverse is cheating. That is not mathematics.,,,
3345,valid,U're welcome... Caught u using broken english again...,,,
3346,valid,No problem baby. Is this is a good time to talk? I called and left a message.,,,
3347,valid,"Sorry, I'll call later",,,
3348,valid,Oh is it! Which brand?,,,
3349,valid,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
3350,valid,At what time are you coming.,,,
3351,valid,Call him and say you not coming today ok and tell them not to fool me like this ok,,,
3352,valid,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,,,
3353,valid,R u sure they'll understand that! Wine * good idea just had a slurp!,,,
3354,valid,Minimum walk is 3miles a day.,,,
3355,valid,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,,,
3356,valid,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",,,
3357,valid,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
3358,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,,,
3359,valid,Please attend the phone:),,,
3360,valid,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,,,
3361,valid,No messages on her phone. I'm holding it now,,,
3362,valid,Can... I'm free...,,,
3363,valid,"Yo my trip got postponed, you still stocked up?",,,
3364,valid,"Sorry, I'll call later",,,
3365,valid,I am waiting for your call sir.,,,
3366,valid,Hey what are you doing. Y no reply pa..,,,
3367,valid,"Hey elaine, is today's meeting still on?",,,
3368,valid,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,,,
3369,valid,Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,
3370,valid,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
3371,valid,And now electricity just went out fml.,,,
3372,valid,"Looks like you found something to do other than smoke, great job!",,,
3373,valid,Also andros ice etc etc,,,
3374,valid,:) ,,,
3375,valid,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",,,
3376,valid,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,,,
3377,valid,Hows that watch resizing,,,
3378,valid,Dear umma she called me now :-),,,
3379,valid,Just finished. Missing you plenty,,,
3380,spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,
3381,valid,"Well, I meant as opposed to my drunken night of before",,,
3382,valid,K... Must book a not huh? so going for yoga basic on sunday?,,,
3383,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,,,
3384,valid,Ok can...,,,
3385,valid,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",,,
3386,valid,So u workin overtime nigpun?,,,
3387,valid,Same as kallis dismissial in 2nd test:-).,,,
3388,valid,O. Guess they both got screwd,,,
3389,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,
3390,valid,"I'm in a meeting, call me later at",,,
3391,valid,What r u cooking me for dinner?,,,
3392,valid,Ok thanx...,,,
3393,valid,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,,,
3394,valid,Then i buy.,,,
3395,spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,,,
3396,valid,Heehee that was so funny tho,,,
3397,valid,It only does simple arithmetic not percentages.,,,
3398,valid,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,
3399,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",,,
3400,valid,Thanks honey. Have a great day.,,,
3401,valid,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
3402,valid,Good night my dear.. Sleepwell&amp;Take care,,,
3403,valid,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,,,
3404,valid,"Jus chillaxin, what up",,,
3405,valid,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",,,
3406,valid,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,
3407,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,,,
3408,valid,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",,,
3409,valid,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
3410,valid,Only once then after ill obey all yours.,,,
3411,valid,No she didnt. I will search online and let you know.,,,
3412,valid,Where do you need to go to get it?,,,
3413,valid,No pic. Please re-send.,,,
3414,valid,He remains a bro amongst bros,,,
3415,valid,Uhhhhrmm isnt having tb test bad when youre sick,,,
3416,valid,But i haf enuff space got like 4 mb...,,,
3417,spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,,,
3418,spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,,,
3419,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,
3420,spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,
3421,spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
3422,spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,,,
3423,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,,,
3424,valid,True. Its easier with her here.,,,
3425,valid,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
3426,valid,Haha okay... Today weekend leh... ,,,
3427,valid,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
3428,valid,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,,,
3429,valid,You've always been the brainy one.,,,
3430,valid,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,,,
3431,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
3432,valid,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",,,
3433,valid,Sending you greetings of joy and happiness. Do have a gr8 evening,,,
3434,valid,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",,,
3435,valid,If india win or level series means this is record:),,,
3436,valid,Then what about further plan?,,,
3437,valid,Its good to hear from you,,,
3438,valid,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",,,
3439,valid,What time you thinkin of goin?,,,
3440,spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,
3441,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,,,
3442,valid,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,,,
3443,valid,Yes but I don't care cause I know its there!,,,
3444,valid,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,
3445,valid,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",,,
3446,valid,Sitting ard nothing to do lor. U leh busy w work?,,,
3447,valid,Its  &lt;#&gt; k here oh. Should i send home for sale.,,,
3448,valid,Sorry. || mail? || ,,,
3449,valid,Ya just telling abt tht incident..,,,
3450,valid,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,,,
3451,valid,Ugh just got outta class,,,
3452,valid,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",,,
3453,valid,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
3454,valid,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,
3455,valid,Ok. I.ll do you right later.,,,
3456,valid,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
3457,valid,Have your lunch and come quickly and open the door:),,,
3458,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,,,
3459,valid,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,,,
3460,valid,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",,,
3461,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,
3462,valid,i am seeking a lady in the street and a freak in the sheets. Is that you?,,,
3463,valid,My phone,,,
3464,valid,"Haha figures, well I found the piece and priscilla's bowl",,,
3465,valid,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",,,
3466,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
3467,valid,yay! finally lol. i missed our cinema trip last week :-(,,,
3468,valid,All day working day:)except saturday and sunday..,,,
3469,valid,aathi..where are you dear..,,,
3470,valid,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
